uid,area,outages,customers,percent_out,dt_stamp
Prince_George's2024-09-21T00:00:35,Prince George's,0,351635,0.000,09/21/2024 12:00:35 AM
Queen_Anne's2024-09-21T00:00:35,Queen Anne's,0,27736,0.000,09/21/2024 12:00:35 AM
Somerset2024-09-21T00:00:35,Somerset,0,11403,0.000,09/21/2024 12:00:35 AM
St._Mary's2024-09-21T00:00:35,St. Mary's,0,56322,0.000,09/21/2024 12:00:35 AM
Talbot2024-09-21T00:00:35,Talbot,0,23722,0.000,09/21/2024 12:00:35 AM
Washington2024-09-21T00:00:35,Washington,0,54026,0.000,09/21/2024 12:00:35 AM
Wicomico2024-09-21T00:00:35,Wicomico,0,50318,0.000,09/21/2024 12:00:35 AM
Worcester2024-09-21T00:00:35,Worcester,0,59132,0.000,09/21/2024 12:00:35 AM
Allegany2024-09-21T00:15:36,Allegany,0,37206,0.000,09/21/2024 12:15:36 AM
Anne_Arundel2024-09-21T00:15:36,Anne Arundel,0,260713,0.000,09/21/2024 12:15:36 AM
Baltimore2024-09-21T00:15:36,Baltimore,4,373122,0.001,09/21/2024 12:15:36 AM
Baltimore_City2024-09-21T00:15:36,Baltimore City,7,280617,0.002,09/21/2024 12:15:36 AM
Calvert2024-09-21T00:15:36,Calvert,0,41914,0.000,09/21/2024 12:15:36 AM
Caroline2024-09-21T00:15:36,Caroline,0,16293,0.000,09/21/2024 12:15:36 AM
Carroll2024-09-21T00:15:36,Carroll,4,76139,0.005,09/21/2024 12:15:36 AM
Cecil2024-09-21T00:15:36,Cecil,4,50227,0.008,09/21/2024 12:15:36 AM
Charles2024-09-21T00:15:36,Charles,0,72547,0.000,09/21/2024 12:15:36 AM
Dorchester2024-09-21T00:15:36,Dorchester,0,19960,0.000,09/21/2024 12:15:36 AM
Frederick2024-09-21T00:15:36,Frederick,1,116871,0.001,09/21/2024 12:15:36 AM
Garrett2024-09-21T00:15:36,Garrett,1,20396,0.005,09/21/2024 12:15:36 AM
Harford2024-09-21T00:15:36,Harford,4,114375,0.003,09/21/2024 12:15:36 AM
Howard2024-09-21T00:15:36,Howard,0,138176,0.000,09/21/2024 12:15:36 AM
Kent2024-09-21T00:15:36,Kent,0,12361,0.000,09/21/2024 12:15:36 AM
Montgomery2024-09-21T00:15:36,Montgomery,1,381774,0.000,09/21/2024 12:15:36 AM
Prince_George's2024-09-21T00:15:36,Prince George's,0,351635,0.000,09/21/2024 12:15:36 AM
Queen_Anne's2024-09-21T00:15:36,Queen Anne's,0,27736,0.000,09/21/2024 12:15:36 AM
Somerset2024-09-21T00:15:36,Somerset,0,11403,0.000,09/21/2024 12:15:36 AM
St._Mary's2024-09-21T00:15:36,St. Mary's,0,56322,0.000,09/21/2024 12:15:36 AM
Talbot2024-09-21T00:15:36,Talbot,0,23722,0.000,09/21/2024 12:15:36 AM
Washington2024-09-21T00:15:36,Washington,0,54026,0.000,09/21/2024 12:15:36 AM
Wicomico2024-09-21T00:15:36,Wicomico,0,50318,0.000,09/21/2024 12:15:36 AM
Worcester2024-09-21T00:15:36,Worcester,0,59132,0.000,09/21/2024 12:15:36 AM
Allegany2024-09-21T00:30:36,Allegany,0,37206,0.000,09/21/2024 12:30:36 AM
Anne_Arundel2024-09-21T00:30:36,Anne Arundel,0,260713,0.000,09/21/2024 12:30:36 AM
Baltimore2024-09-21T00:30:36,Baltimore,4,373122,0.001,09/21/2024 12:30:36 AM
Baltimore_City2024-09-21T00:30:36,Baltimore City,7,280617,0.002,09/21/2024 12:30:36 AM
Calvert2024-09-21T00:30:36,Calvert,0,41914,0.000,09/21/2024 12:30:36 AM
Caroline2024-09-21T00:30:36,Caroline,0,16293,0.000,09/21/2024 12:30:36 AM
Carroll2024-09-21T00:30:36,Carroll,4,76139,0.005,09/21/2024 12:30:36 AM
Cecil2024-09-21T00:30:36,Cecil,4,50227,0.008,09/21/2024 12:30:36 AM
Charles2024-09-21T00:30:36,Charles,0,72547,0.000,09/21/2024 12:30:36 AM
Dorchester2024-09-21T00:30:36,Dorchester,0,19960,0.000,09/21/2024 12:30:36 AM
Frederick2024-09-21T00:30:36,Frederick,1,116871,0.001,09/21/2024 12:30:36 AM
Garrett2024-09-21T00:30:36,Garrett,1,20396,0.005,09/21/2024 12:30:36 AM
Harford2024-09-21T00:30:36,Harford,4,114375,0.003,09/21/2024 12:30:36 AM
Howard2024-09-21T00:30:36,Howard,0,138176,0.000,09/21/2024 12:30:36 AM
Kent2024-09-21T00:30:36,Kent,0,12361,0.000,09/21/2024 12:30:36 AM
Montgomery2024-09-21T00:30:36,Montgomery,1,381774,0.000,09/21/2024 12:30:36 AM
Prince_George's2024-09-21T00:30:36,Prince George's,0,351635,0.000,09/21/2024 12:30:36 AM
Queen_Anne's2024-09-21T00:30:36,Queen Anne's,0,27736,0.000,09/21/2024 12:30:36 AM
Somerset2024-09-21T00:30:36,Somerset,0,11403,0.000,09/21/2024 12:30:36 AM
St._Mary's2024-09-21T00:30:36,St. Mary's,0,56322,0.000,09/21/2024 12:30:36 AM
Talbot2024-09-21T00:30:36,Talbot,0,23722,0.000,09/21/2024 12:30:36 AM
Washington2024-09-21T00:30:36,Washington,0,54026,0.000,09/21/2024 12:30:36 AM
Wicomico2024-09-21T00:30:36,Wicomico,0,50318,0.000,09/21/2024 12:30:36 AM
Worcester2024-09-21T00:30:36,Worcester,0,59132,0.000,09/21/2024 12:30:36 AM
Allegany2024-09-21T00:45:36,Allegany,0,37206,0.000,09/21/2024 12:45:36 AM
Anne_Arundel2024-09-21T00:45:36,Anne Arundel,0,260713,0.000,09/21/2024 12:45:36 AM
Baltimore2024-09-21T00:45:36,Baltimore,4,373122,0.001,09/21/2024 12:45:36 AM
Baltimore_City2024-09-21T00:45:36,Baltimore City,691,280617,0.246,09/21/2024 12:45:36 AM
Calvert2024-09-21T00:45:36,Calvert,0,41914,0.000,09/21/2024 12:45:36 AM
Caroline2024-09-21T00:45:36,Caroline,0,16293,0.000,09/21/2024 12:45:36 AM
Carroll2024-09-21T00:45:36,Carroll,4,76139,0.005,09/21/2024 12:45:36 AM
Cecil2024-09-21T00:45:36,Cecil,4,50227,0.008,09/21/2024 12:45:36 AM
Charles2024-09-21T00:45:36,Charles,0,72547,0.000,09/21/2024 12:45:36 AM
Dorchester2024-09-21T00:45:36,Dorchester,0,19960,0.000,09/21/2024 12:45:36 AM
Frederick2024-09-21T00:45:36,Frederick,1,116871,0.001,09/21/2024 12:45:36 AM
Garrett2024-09-21T00:45:36,Garrett,1,20396,0.005,09/21/2024 12:45:36 AM
Harford2024-09-21T00:45:36,Harford,4,114375,0.003,09/21/2024 12:45:36 AM
Howard2024-09-21T00:45:36,Howard,0,138176,0.000,09/21/2024 12:45:36 AM
Kent2024-09-21T00:45:36,Kent,0,12361,0.000,09/21/2024 12:45:36 AM
Montgomery2024-09-21T00:45:36,Montgomery,5,381774,0.001,09/21/2024 12:45:36 AM
Prince_George's2024-09-21T00:45:36,Prince George's,0,351635,0.000,09/21/2024 12:45:36 AM
Queen_Anne's2024-09-21T00:45:36,Queen Anne's,0,27736,0.000,09/21/2024 12:45:36 AM
Somerset2024-09-21T00:45:36,Somerset,0,11403,0.000,09/21/2024 12:45:36 AM
St._Mary's2024-09-21T00:45:36,St. Mary's,0,56322,0.000,09/21/2024 12:45:36 AM
Talbot2024-09-21T00:45:36,Talbot,0,23722,0.000,09/21/2024 12:45:36 AM
Washington2024-09-21T00:45:36,Washington,0,54026,0.000,09/21/2024 12:45:36 AM
Wicomico2024-09-21T00:45:36,Wicomico,0,50318,0.000,09/21/2024 12:45:36 AM
Worcester2024-09-21T00:45:36,Worcester,0,59132,0.000,09/21/2024 12:45:36 AM
Allegany2024-09-21T01:00:35,Allegany,0,37206,0.000,09/21/2024 01:00:35 AM
Anne_Arundel2024-09-21T01:00:35,Anne Arundel,0,260713,0.000,09/21/2024 01:00:35 AM
Baltimore2024-09-21T01:00:35,Baltimore,4,373122,0.001,09/21/2024 01:00:35 AM
Baltimore_City2024-09-21T01:00:35,Baltimore City,690,280617,0.246,09/21/2024 01:00:35 AM
Calvert2024-09-21T01:00:35,Calvert,0,41914,0.000,09/21/2024 01:00:35 AM
Caroline2024-09-21T01:00:35,Caroline,0,16293,0.000,09/21/2024 01:00:35 AM
Carroll2024-09-21T01:00:35,Carroll,4,76139,0.005,09/21/2024 01:00:35 AM
Cecil2024-09-21T01:00:35,Cecil,4,50227,0.008,09/21/2024 01:00:35 AM
Charles2024-09-21T01:00:35,Charles,0,72547,0.000,09/21/2024 01:00:35 AM
Dorchester2024-09-21T01:00:35,Dorchester,0,19960,0.000,09/21/2024 01:00:35 AM
Frederick2024-09-21T01:00:35,Frederick,1,116871,0.001,09/21/2024 01:00:35 AM
Garrett2024-09-21T01:00:35,Garrett,1,20396,0.005,09/21/2024 01:00:35 AM
Harford2024-09-21T01:00:35,Harford,4,114375,0.003,09/21/2024 01:00:35 AM
Howard2024-09-21T01:00:35,Howard,0,138176,0.000,09/21/2024 01:00:35 AM
Kent2024-09-21T01:00:35,Kent,0,12361,0.000,09/21/2024 01:00:35 AM
Montgomery2024-09-21T01:00:35,Montgomery,5,381774,0.001,09/21/2024 01:00:35 AM
Prince_George's2024-09-21T01:00:35,Prince George's,0,351635,0.000,09/21/2024 01:00:35 AM
Queen_Anne's2024-09-21T01:00:35,Queen Anne's,0,27736,0.000,09/21/2024 01:00:35 AM
Somerset2024-09-21T01:00:35,Somerset,0,11403,0.000,09/21/2024 01:00:35 AM
St._Mary's2024-09-21T01:00:35,St. Mary's,0,56322,0.000,09/21/2024 01:00:35 AM
Talbot2024-09-21T01:00:35,Talbot,0,23722,0.000,09/21/2024 01:00:35 AM
Washington2024-09-21T01:00:35,Washington,0,54026,0.000,09/21/2024 01:00:35 AM
Wicomico2024-09-21T01:00:35,Wicomico,0,50318,0.000,09/21/2024 01:00:35 AM
Worcester2024-09-21T01:00:35,Worcester,0,59132,0.000,09/21/2024 01:00:35 AM
Allegany2024-09-21T01:15:35,Allegany,0,37206,0.000,09/21/2024 01:15:35 AM
Anne_Arundel2024-09-21T01:15:35,Anne Arundel,0,260713,0.000,09/21/2024 01:15:35 AM
Baltimore2024-09-21T01:15:35,Baltimore,4,373122,0.001,09/21/2024 01:15:35 AM
Baltimore_City2024-09-21T01:15:35,Baltimore City,690,280617,0.246,09/21/2024 01:15:35 AM
Calvert2024-09-21T01:15:35,Calvert,0,41914,0.000,09/21/2024 01:15:35 AM
Caroline2024-09-21T01:15:35,Caroline,0,16293,0.000,09/21/2024 01:15:35 AM
Carroll2024-09-21T01:15:35,Carroll,4,76139,0.005,09/21/2024 01:15:35 AM
Cecil2024-09-21T01:15:35,Cecil,4,50227,0.008,09/21/2024 01:15:35 AM
Charles2024-09-21T01:15:35,Charles,0,72547,0.000,09/21/2024 01:15:35 AM
Dorchester2024-09-21T01:15:35,Dorchester,0,19960,0.000,09/21/2024 01:15:35 AM
Frederick2024-09-21T01:15:35,Frederick,1,116871,0.001,09/21/2024 01:15:35 AM
Garrett2024-09-21T01:15:35,Garrett,1,20396,0.005,09/21/2024 01:15:35 AM
Harford2024-09-21T01:15:35,Harford,4,114375,0.003,09/21/2024 01:15:35 AM
Howard2024-09-21T01:15:35,Howard,0,138176,0.000,09/21/2024 01:15:35 AM
Kent2024-09-21T01:15:35,Kent,0,12361,0.000,09/21/2024 01:15:35 AM
Montgomery2024-09-21T01:15:35,Montgomery,5,381774,0.001,09/21/2024 01:15:35 AM
Prince_George's2024-09-21T01:15:35,Prince George's,0,351635,0.000,09/21/2024 01:15:35 AM
Queen_Anne's2024-09-21T01:15:35,Queen Anne's,0,27736,0.000,09/21/2024 01:15:35 AM
Somerset2024-09-21T01:15:35,Somerset,0,11403,0.000,09/21/2024 01:15:35 AM
St._Mary's2024-09-21T01:15:35,St. Mary's,0,56322,0.000,09/21/2024 01:15:35 AM
Talbot2024-09-21T01:15:35,Talbot,0,23722,0.000,09/21/2024 01:15:35 AM
Washington2024-09-21T01:15:35,Washington,0,54026,0.000,09/21/2024 01:15:35 AM
Wicomico2024-09-21T01:15:35,Wicomico,0,50318,0.000,09/21/2024 01:15:35 AM
Worcester2024-09-21T01:15:35,Worcester,0,59132,0.000,09/21/2024 01:15:35 AM
Allegany2024-09-21T01:30:34,Allegany,0,37206,0.000,09/21/2024 01:30:34 AM
Anne_Arundel2024-09-21T01:30:34,Anne Arundel,0,260713,0.000,09/21/2024 01:30:34 AM
Baltimore2024-09-21T01:30:34,Baltimore,4,373122,0.001,09/21/2024 01:30:34 AM
Baltimore_City2024-09-21T01:30:34,Baltimore City,270,280617,0.096,09/21/2024 01:30:34 AM
Calvert2024-09-21T01:30:34,Calvert,0,41914,0.000,09/21/2024 01:30:34 AM
Caroline2024-09-21T01:30:34,Caroline,0,16293,0.000,09/21/2024 01:30:34 AM
Carroll2024-09-21T01:30:34,Carroll,4,76139,0.005,09/21/2024 01:30:34 AM
Cecil2024-09-21T01:30:34,Cecil,4,50227,0.008,09/21/2024 01:30:34 AM
Charles2024-09-21T01:30:34,Charles,0,72547,0.000,09/21/2024 01:30:34 AM
Dorchester2024-09-21T01:30:34,Dorchester,0,19960,0.000,09/21/2024 01:30:34 AM
Frederick2024-09-21T01:30:34,Frederick,1,116871,0.001,09/21/2024 01:30:34 AM
Garrett2024-09-21T01:30:34,Garrett,1,20396,0.005,09/21/2024 01:30:34 AM
Harford2024-09-21T01:30:34,Harford,4,114375,0.003,09/21/2024 01:30:34 AM
Howard2024-09-21T01:30:34,Howard,0,138176,0.000,09/21/2024 01:30:34 AM
Kent2024-09-21T01:30:34,Kent,0,12361,0.000,09/21/2024 01:30:34 AM
Montgomery2024-09-21T01:30:34,Montgomery,5,381774,0.001,09/21/2024 01:30:34 AM
Prince_George's2024-09-21T01:30:34,Prince George's,0,351635,0.000,09/21/2024 01:30:34 AM
Queen_Anne's2024-09-21T01:30:34,Queen Anne's,0,27736,0.000,09/21/2024 01:30:34 AM
Somerset2024-09-21T01:30:34,Somerset,0,11403,0.000,09/21/2024 01:30:34 AM
St._Mary's2024-09-21T01:30:34,St. Mary's,0,56322,0.000,09/21/2024 01:30:34 AM
Talbot2024-09-21T01:30:34,Talbot,0,23722,0.000,09/21/2024 01:30:34 AM
Washington2024-09-21T01:30:34,Washington,0,54026,0.000,09/21/2024 01:30:34 AM
Wicomico2024-09-21T01:30:34,Wicomico,0,50318,0.000,09/21/2024 01:30:34 AM
Worcester2024-09-21T01:30:34,Worcester,0,59132,0.000,09/21/2024 01:30:34 AM
Allegany2024-09-21T01:45:36,Allegany,0,37206,0.000,09/21/2024 01:45:36 AM
Anne_Arundel2024-09-21T01:45:36,Anne Arundel,0,260713,0.000,09/21/2024 01:45:36 AM
Baltimore2024-09-21T01:45:36,Baltimore,4,373122,0.001,09/21/2024 01:45:36 AM
Baltimore_City2024-09-21T01:45:36,Baltimore City,245,280617,0.087,09/21/2024 01:45:36 AM
Calvert2024-09-21T01:45:36,Calvert,0,41914,0.000,09/21/2024 01:45:36 AM
Caroline2024-09-21T01:45:36,Caroline,0,16293,0.000,09/21/2024 01:45:36 AM
Carroll2024-09-21T01:45:36,Carroll,4,76139,0.005,09/21/2024 01:45:36 AM
Cecil2024-09-21T01:45:36,Cecil,4,50227,0.008,09/21/2024 01:45:36 AM
Charles2024-09-21T01:45:36,Charles,0,72547,0.000,09/21/2024 01:45:36 AM
Dorchester2024-09-21T01:45:36,Dorchester,0,19960,0.000,09/21/2024 01:45:36 AM
Frederick2024-09-21T01:45:36,Frederick,1,116871,0.001,09/21/2024 01:45:36 AM
Garrett2024-09-21T01:45:36,Garrett,1,20396,0.005,09/21/2024 01:45:36 AM
Harford2024-09-21T01:45:36,Harford,4,114375,0.003,09/21/2024 01:45:36 AM
Howard2024-09-21T01:45:36,Howard,0,138176,0.000,09/21/2024 01:45:36 AM
Kent2024-09-21T01:45:36,Kent,0,12361,0.000,09/21/2024 01:45:36 AM
Montgomery2024-09-21T01:45:36,Montgomery,1,381774,0.000,09/21/2024 01:45:36 AM
Prince_George's2024-09-21T01:45:36,Prince George's,0,351635,0.000,09/21/2024 01:45:36 AM
Queen_Anne's2024-09-21T01:45:36,Queen Anne's,0,27736,0.000,09/21/2024 01:45:36 AM
Somerset2024-09-21T01:45:36,Somerset,0,11403,0.000,09/21/2024 01:45:36 AM
St._Mary's2024-09-21T01:45:36,St. Mary's,0,56322,0.000,09/21/2024 01:45:36 AM
Talbot2024-09-21T01:45:36,Talbot,0,23722,0.000,09/21/2024 01:45:36 AM
Washington2024-09-21T01:45:36,Washington,0,54026,0.000,09/21/2024 01:45:36 AM
Wicomico2024-09-21T01:45:36,Wicomico,0,50318,0.000,09/21/2024 01:45:36 AM
Worcester2024-09-21T01:45:36,Worcester,0,59132,0.000,09/21/2024 01:45:36 AM
Allegany2024-09-21T02:00:34,Allegany,0,37206,0.000,09/21/2024 02:00:34 AM
Anne_Arundel2024-09-21T02:00:34,Anne Arundel,4,260713,0.002,09/21/2024 02:00:34 AM
Baltimore2024-09-21T02:00:34,Baltimore,4,373122,0.001,09/21/2024 02:00:34 AM
Baltimore_City2024-09-21T02:00:34,Baltimore City,246,280617,0.088,09/21/2024 02:00:34 AM
Calvert2024-09-21T02:00:34,Calvert,0,41914,0.000,09/21/2024 02:00:34 AM
Caroline2024-09-21T02:00:34,Caroline,0,16293,0.000,09/21/2024 02:00:34 AM
Carroll2024-09-21T02:00:34,Carroll,4,76139,0.005,09/21/2024 02:00:34 AM
Cecil2024-09-21T02:00:34,Cecil,4,50227,0.008,09/21/2024 02:00:34 AM
Charles2024-09-21T02:00:34,Charles,0,72547,0.000,09/21/2024 02:00:34 AM
Dorchester2024-09-21T02:00:34,Dorchester,0,19960,0.000,09/21/2024 02:00:34 AM
Frederick2024-09-21T02:00:34,Frederick,1,116871,0.001,09/21/2024 02:00:34 AM
Garrett2024-09-21T02:00:34,Garrett,1,20396,0.005,09/21/2024 02:00:34 AM
Harford2024-09-21T02:00:34,Harford,4,114375,0.003,09/21/2024 02:00:34 AM
Howard2024-09-21T02:00:34,Howard,0,138176,0.000,09/21/2024 02:00:34 AM
Kent2024-09-21T02:00:34,Kent,0,12361,0.000,09/21/2024 02:00:34 AM
Montgomery2024-09-21T02:00:34,Montgomery,1,381774,0.000,09/21/2024 02:00:34 AM
Prince_George's2024-09-21T02:00:34,Prince George's,0,351635,0.000,09/21/2024 02:00:34 AM
Queen_Anne's2024-09-21T02:00:34,Queen Anne's,0,27736,0.000,09/21/2024 02:00:34 AM
Somerset2024-09-21T02:00:34,Somerset,0,11403,0.000,09/21/2024 02:00:34 AM
St._Mary's2024-09-21T02:00:34,St. Mary's,0,56322,0.000,09/21/2024 02:00:34 AM
Talbot2024-09-21T02:00:34,Talbot,0,23722,0.000,09/21/2024 02:00:34 AM
Washington2024-09-21T02:00:34,Washington,0,54026,0.000,09/21/2024 02:00:34 AM
Wicomico2024-09-21T02:00:34,Wicomico,0,50318,0.000,09/21/2024 02:00:34 AM
Worcester2024-09-21T02:00:34,Worcester,0,59132,0.000,09/21/2024 02:00:34 AM
Allegany2024-09-21T02:15:35,Allegany,0,37206,0.000,09/21/2024 02:15:35 AM
Anne_Arundel2024-09-21T02:15:35,Anne Arundel,4,260713,0.002,09/21/2024 02:15:35 AM
Baltimore2024-09-21T02:15:35,Baltimore,4,373122,0.001,09/21/2024 02:15:35 AM
Baltimore_City2024-09-21T02:15:35,Baltimore City,246,280617,0.088,09/21/2024 02:15:35 AM
Calvert2024-09-21T02:15:35,Calvert,0,41914,0.000,09/21/2024 02:15:35 AM
Caroline2024-09-21T02:15:35,Caroline,0,16293,0.000,09/21/2024 02:15:35 AM
Carroll2024-09-21T02:15:35,Carroll,4,76139,0.005,09/21/2024 02:15:35 AM
Cecil2024-09-21T02:15:35,Cecil,0,50227,0.000,09/21/2024 02:15:35 AM
Charles2024-09-21T02:15:35,Charles,0,72547,0.000,09/21/2024 02:15:35 AM
Dorchester2024-09-21T02:15:35,Dorchester,0,19960,0.000,09/21/2024 02:15:35 AM
Frederick2024-09-21T02:15:35,Frederick,1,116871,0.001,09/21/2024 02:15:35 AM
Garrett2024-09-21T02:15:35,Garrett,1,20396,0.005,09/21/2024 02:15:35 AM
Harford2024-09-21T02:15:35,Harford,4,114375,0.003,09/21/2024 02:15:35 AM
Howard2024-09-21T02:15:35,Howard,0,138176,0.000,09/21/2024 02:15:35 AM
Kent2024-09-21T02:15:35,Kent,0,12361,0.000,09/21/2024 02:15:35 AM
Montgomery2024-09-21T02:15:35,Montgomery,1,381774,0.000,09/21/2024 02:15:35 AM
Prince_George's2024-09-21T02:15:35,Prince George's,0,351635,0.000,09/21/2024 02:15:35 AM
Queen_Anne's2024-09-21T02:15:35,Queen Anne's,0,27736,0.000,09/21/2024 02:15:35 AM
Somerset2024-09-21T02:15:35,Somerset,0,11403,0.000,09/21/2024 02:15:35 AM
St._Mary's2024-09-21T02:15:35,St. Mary's,0,56322,0.000,09/21/2024 02:15:35 AM
Talbot2024-09-21T02:15:35,Talbot,0,23722,0.000,09/21/2024 02:15:35 AM
Washington2024-09-21T02:15:35,Washington,0,54026,0.000,09/21/2024 02:15:35 AM
Wicomico2024-09-21T02:15:35,Wicomico,0,50318,0.000,09/21/2024 02:15:35 AM
Worcester2024-09-21T02:15:35,Worcester,0,59132,0.000,09/21/2024 02:15:35 AM
Allegany2024-09-21T02:30:35,Allegany,0,37206,0.000,09/21/2024 02:30:35 AM
Anne_Arundel2024-09-21T02:30:35,Anne Arundel,4,260713,0.002,09/21/2024 02:30:35 AM
Baltimore2024-09-21T02:30:35,Baltimore,4,373122,0.001,09/21/2024 02:30:35 AM
Baltimore_City2024-09-21T02:30:35,Baltimore City,247,280617,0.088,09/21/2024 02:30:35 AM
Calvert2024-09-21T02:30:35,Calvert,0,41914,0.000,09/21/2024 02:30:35 AM
Caroline2024-09-21T02:30:35,Caroline,0,16293,0.000,09/21/2024 02:30:35 AM
Carroll2024-09-21T02:30:35,Carroll,4,76139,0.005,09/21/2024 02:30:35 AM
Cecil2024-09-21T02:30:35,Cecil,0,50227,0.000,09/21/2024 02:30:35 AM
Charles2024-09-21T02:30:35,Charles,0,72547,0.000,09/21/2024 02:30:35 AM
Dorchester2024-09-21T02:30:35,Dorchester,0,19960,0.000,09/21/2024 02:30:35 AM
Frederick2024-09-21T02:30:35,Frederick,1,116871,0.001,09/21/2024 02:30:35 AM
Garrett2024-09-21T02:30:35,Garrett,1,20396,0.005,09/21/2024 02:30:35 AM
Harford2024-09-21T02:30:35,Harford,4,114375,0.003,09/21/2024 02:30:35 AM
Howard2024-09-21T02:30:35,Howard,0,138176,0.000,09/21/2024 02:30:35 AM
Kent2024-09-21T02:30:35,Kent,0,12361,0.000,09/21/2024 02:30:35 AM
Montgomery2024-09-21T02:30:35,Montgomery,1,381774,0.000,09/21/2024 02:30:35 AM
Prince_George's2024-09-21T02:30:35,Prince George's,0,351635,0.000,09/21/2024 02:30:35 AM
Queen_Anne's2024-09-21T02:30:35,Queen Anne's,0,27736,0.000,09/21/2024 02:30:35 AM
Somerset2024-09-21T02:30:35,Somerset,0,11403,0.000,09/21/2024 02:30:35 AM
St._Mary's2024-09-21T02:30:35,St. Mary's,0,56322,0.000,09/21/2024 02:30:35 AM
Talbot2024-09-21T02:30:35,Talbot,0,23722,0.000,09/21/2024 02:30:35 AM
Washington2024-09-21T02:30:35,Washington,0,54026,0.000,09/21/2024 02:30:35 AM
Wicomico2024-09-21T02:30:35,Wicomico,0,50318,0.000,09/21/2024 02:30:35 AM
Worcester2024-09-21T02:30:35,Worcester,0,59132,0.000,09/21/2024 02:30:35 AM
Allegany2024-09-21T02:45:35,Allegany,0,37206,0.000,09/21/2024 02:45:35 AM
Anne_Arundel2024-09-21T02:45:35,Anne Arundel,4,260713,0.002,09/21/2024 02:45:35 AM
Baltimore2024-09-21T02:45:35,Baltimore,4,373122,0.001,09/21/2024 02:45:35 AM
Baltimore_City2024-09-21T02:45:35,Baltimore City,247,280617,0.088,09/21/2024 02:45:35 AM
Calvert2024-09-21T02:45:35,Calvert,0,41914,0.000,09/21/2024 02:45:35 AM
Caroline2024-09-21T02:45:35,Caroline,0,16293,0.000,09/21/2024 02:45:35 AM
Carroll2024-09-21T02:45:35,Carroll,4,76139,0.005,09/21/2024 02:45:35 AM
Cecil2024-09-21T02:45:35,Cecil,0,50227,0.000,09/21/2024 02:45:35 AM
Charles2024-09-21T02:45:35,Charles,0,72547,0.000,09/21/2024 02:45:35 AM
Dorchester2024-09-21T02:45:35,Dorchester,0,19960,0.000,09/21/2024 02:45:35 AM
Frederick2024-09-21T02:45:35,Frederick,1,116871,0.001,09/21/2024 02:45:35 AM
Garrett2024-09-21T02:45:35,Garrett,1,20396,0.005,09/21/2024 02:45:35 AM
Harford2024-09-21T02:45:35,Harford,4,114375,0.003,09/21/2024 02:45:35 AM
Howard2024-09-21T02:45:35,Howard,0,138176,0.000,09/21/2024 02:45:35 AM
Kent2024-09-21T02:45:35,Kent,0,12361,0.000,09/21/2024 02:45:35 AM
Montgomery2024-09-21T02:45:35,Montgomery,1,381774,0.000,09/21/2024 02:45:35 AM
Prince_George's2024-09-21T02:45:35,Prince George's,0,351635,0.000,09/21/2024 02:45:35 AM
Queen_Anne's2024-09-21T02:45:35,Queen Anne's,0,27736,0.000,09/21/2024 02:45:35 AM
Somerset2024-09-21T02:45:35,Somerset,0,11403,0.000,09/21/2024 02:45:35 AM
St._Mary's2024-09-21T02:45:35,St. Mary's,0,56322,0.000,09/21/2024 02:45:35 AM
Talbot2024-09-21T02:45:35,Talbot,0,23722,0.000,09/21/2024 02:45:35 AM
Washington2024-09-21T02:45:35,Washington,0,54026,0.000,09/21/2024 02:45:35 AM
Wicomico2024-09-21T02:45:35,Wicomico,0,50318,0.000,09/21/2024 02:45:35 AM
Worcester2024-09-21T02:45:35,Worcester,0,59132,0.000,09/21/2024 02:45:35 AM
Allegany2024-09-21T03:00:34,Allegany,0,37206,0.000,09/21/2024 03:00:34 AM
Anne_Arundel2024-09-21T03:00:34,Anne Arundel,4,260713,0.002,09/21/2024 03:00:34 AM
Baltimore2024-09-21T03:00:34,Baltimore,4,373122,0.001,09/21/2024 03:00:34 AM
Baltimore_City2024-09-21T03:00:34,Baltimore City,244,280617,0.087,09/21/2024 03:00:34 AM
Calvert2024-09-21T03:00:34,Calvert,0,41914,0.000,09/21/2024 03:00:34 AM
Caroline2024-09-21T03:00:34,Caroline,0,16293,0.000,09/21/2024 03:00:34 AM
Carroll2024-09-21T03:00:34,Carroll,4,76139,0.005,09/21/2024 03:00:34 AM
Cecil2024-09-21T03:00:34,Cecil,0,50227,0.000,09/21/2024 03:00:34 AM
Charles2024-09-21T03:00:34,Charles,0,72547,0.000,09/21/2024 03:00:34 AM
Dorchester2024-09-21T03:00:34,Dorchester,0,19960,0.000,09/21/2024 03:00:34 AM
Frederick2024-09-21T03:00:34,Frederick,1,116871,0.001,09/21/2024 03:00:34 AM
Garrett2024-09-21T03:00:34,Garrett,1,20396,0.005,09/21/2024 03:00:34 AM
Harford2024-09-21T03:00:34,Harford,4,114375,0.003,09/21/2024 03:00:34 AM
Howard2024-09-21T03:00:34,Howard,0,138176,0.000,09/21/2024 03:00:34 AM
Kent2024-09-21T03:00:34,Kent,0,12361,0.000,09/21/2024 03:00:34 AM
Montgomery2024-09-21T03:00:34,Montgomery,1,381774,0.000,09/21/2024 03:00:34 AM
Prince_George's2024-09-21T03:00:34,Prince George's,0,351635,0.000,09/21/2024 03:00:34 AM
Queen_Anne's2024-09-21T03:00:34,Queen Anne's,0,27736,0.000,09/21/2024 03:00:34 AM
Somerset2024-09-21T03:00:34,Somerset,0,11403,0.000,09/21/2024 03:00:34 AM
